mhi,pop,pop_black,STATEFP,COUNTYFP,TRACTCE,FIPS,P_black
53272.0,9073.0,1527.0,13,135,050209,13135050209,0.16830155406150116
78525.0,8495.0,2185.0,13,135,050210,13135050210,0.25721012360211887
44870.0,5623.0,1488.0,13,135,050211,13135050211,0.26462742308376314
139097.0,13564.0,678.0,13,135,050212,13135050212,0.04998525508699499
113591.0,13617.0,1939.0,13,135,050213,13135050213,0.14239553499302343
33165.0,5231.0,2948.0,13,121,002800,13121002800,0.5635633722041674
19612.0,988.0,729.0,13,121,004800,13121004800,0.7378542510121457
102303.0,3861.0,1071.0,13,121,005300,13121005300,0.2773892773892774
44878.0,1664.0,1660.0,13,121,008101,13121008101,0.9975961538461539
48051.0,15147.0,12779.0,13,121,010510,13121010510,0.8436654122928633
90140.0,5219.0,1050.0,13,121,000500,13121000500,0.20118796704349493
78182.0,2237.0,127.0,13,121,001600,13121001600,0.05677246312025033
62250.0,2051.0,571.0,13,121,003100,13121003100,0.27840078010726477
37647.0,2547.0,1824.0,13,121,005501,13121005501,0.7161366313309776
159306.0,3237.0,95.0,13,089,021604,13089021604,0.02934816187828236
42305.0,6006.0,4505.0,13,089,021910,13089021910,0.75008325008325
164926.0,3509.0,878.0,13,089,021912,13089021912,0.25021373610715303
32983.0,4450.0,3459.0,13,089,021913,13089021913,0.7773033707865169
41042.0,5572.0,4640.0,13,089,022009,13089022009,0.832735104091888
59583.0,2424.0,946.0,13,089,022010,13089022010,0.39026402640264024
66731.0,2130.0,574.0,13,089,022203,13089022203,0.26948356807511736
68523.0,8242.0,1804.0,13,089,022204,13089022204,0.21887891288522204
62969.0,2263.0,1899.0,13,089,023111,13089023111,0.8391515687140964
29786.0,4877.0,4215.0,13,089,023112,13089023112,0.8642608160754562
40542.0,2780.0,1673.0,13,089,023113,13089023113,0.6017985611510791
51105.0,2901.0,2027.0,13,089,023114,13089023114,0.6987245777318166
65995.0,11011.0,7882.0,13,247,060307,13247060307,0.715829624920534
39056.0,6441.0,3852.0,13,247,060309,13247060309,0.5980437820214253
77429.0,6125.0,3120.0,13,247,060405,13247060405,0.5093877551020408
76657.0,5619.0,2452.0,13,247,060406,13247060406,0.43637657946253783
64428.0,5424.0,2122.0,13,247,060102,13247060102,0.3912241887905605
38269.0,4432.0,1054.0,13,247,060201,13247060201,0.2378158844765343
50530.0,8689.0,5441.0,13,247,060308,13247060308,0.6261940384394061
66244.0,6442.0,3093.0,13,247,060404,13247060404,0.4801303942874884
45486.0,6186.0,3689.0,13,247,060304,13247060304,0.5963465890720983
70987.0,3354.0,1445.0,13,247,060407,13247060407,0.4308288610614192
50156.0,5265.0,3520.0,13,247,060305,13247060305,0.6685660018993352
67048.0,3449.0,940.0,13,247,060101,13247060101,0.27254276601913596
75955.0,3077.0,2199.0,13,247,060306,13247060306,0.7146571335716607
85417.0,3759.0,230.0,13,089,021602,13089021602,0.061186485767491354
105033.0,6045.0,967.0,13,089,021704,13089021704,0.15996691480562447
42679.0,4879.0,1007.0,13,089,021705,13089021705,0.2063947530231605
66638.0,4559.0,954.0,13,089,022001,13089022001,0.2092564158806756
39216.0,4098.0,2053.0,13,089,022007,13089022007,0.5009760858955588
110775.0,3873.0,225.0,13,089,022401,13089022401,0.05809450038729667
44135.0,3689.0,2397.0,13,089,022100,13089022100,0.6497695852534562
84496.0,7121.0,1446.0,13,077,170304,13077170304,0.20306136778542339
81297.0,10346.0,2623.0,13,077,170306,13077170306,0.2535279335008699
41199.0,11332.0,4010.0,13,077,170305,13077170305,0.35386516060713025
104661.0,5268.0,606.0,13,077,170403,13077170403,0.11503416856492027
81150.0,5192.0,68.0,13,077,170404,13077170404,0.013097072419106317
93811.0,7596.0,924.0,13,077,170405,13077170405,0.12164296998420221
86741.0,4257.0,101.0,13,077,170406,13077170406,0.023725628376791166
77542.0,7498.0,652.0,13,077,170501,13077170501,0.08695652173913043
80625.0,6917.0,689.0,13,077,170502,13077170502,0.09960965736591007
86981.0,6003.0,407.0,13,077,170503,13077170503,0.06779943361652507
42679.0,8494.0,4433.0,13,077,170601,13077170601,0.5218978102189781
104295.0,8459.0,816.0,13,077,170602,13077170602,0.09646530322733184
88521.0,5836.0,732.0,13,077,170603,13077170603,0.12542837559972583
69344.0,5082.0,900.0,13,077,170801,13077170801,0.1770956316410862
71908.0,5010.0,361.0,13,077,170802,13077170802,0.0720558882235529
79688.0,13139.0,1910.0,13,151,070402,13151070402,0.14536874952431691
25170.0,1493.0,1381.0,13,121,005700,13121005700,0.9249832551908909
38708.0,3722.0,3314.0,13,121,006000,13121006000,0.8903815153143472
25375.0,1248.0,1230.0,13,121,006602,13121006602,0.9855769230769231
46250.0,7943.0,3612.0,13,077,170700,13077170700,0.4547400226614629
107072.0,4863.0,298.0,13,067,030329,13067030329,0.0612790458564672
169188.0,4564.0,167.0,13,067,030337,13067030337,0.03659070990359334
78655.0,8349.0,2232.0,13,067,030901,13067030901,0.2673374056773266
86115.0,3745.0,1387.0,13,067,031111,13067031111,0.3703604806408545
72940.0,7145.0,3933.0,13,067,031505,13067031505,0.5504548635409378
75463.0,9696.0,1387.0,13,067,030215,13067030215,0.1430486798679868
94408.0,8998.0,1639.0,13,067,030313,13067030313,0.1821515892420538
150164.0,7680.0,56.0,13,067,030318,13067030318,0.007291666666666667
43158.0,7332.0,3293.0,13,067,030904,13067030904,0.449127114020731
36536.0,9392.0,3089.0,13,067,031002,13067031002,0.328896933560477
44250.0,9633.0,7149.0,13,067,031311,13067031311,0.7421364061040174
45363.0,8309.0,5483.0,13,067,031406,13067031406,0.6598868696594055
98938.0,4603.0,157.0,13,067,030319,13067030319,0.034108190310666954
103639.0,3510.0,334.0,13,067,030322,13067030322,0.09515669515669516
140345.0,5997.0,354.0,13,067,030333,13067030333,0.05902951475737869
78671.0,6273.0,3078.0,13,067,031404,13067031404,0.49067431850789095
89819.0,7908.0,598.0,13,067,030101,13067030101,0.07561962569549822
90469.0,7654.0,737.0,13,067,030214,13067030214,0.09628952181865691
123966.0,3389.0,290.0,13,067,030334,13067030334,0.08557096488639716
101250.0,3840.0,536.0,13,067,030324,13067030324,0.13958333333333334
115375.0,5768.0,467.0,13,067,030331,13067030331,0.08096393897364772
69564.0,6368.0,653.0,13,217,100201,13217100201,0.10254396984924623
97578.0,5358.0,261.0,13,217,100202,13217100202,0.048712206047032476
60797.0,16734.0,13062.0,13,217,100501,13217100501,0.7805665112943707
55722.0,8707.0,5494.0,13,217,100502,13217100502,0.6309865625358907
58675.0,10738.0,4347.0,13,217,100901,13217100901,0.4048239895697523
52837.0,5583.0,2477.0,13,217,100902,13217100902,0.4436682787032062
46080.0,6453.0,3888.0,13,217,100903,13217100903,0.602510460251046
101836.0,15465.0,946.0,13,223,120101,13223120101,0.061170384739734886
76960.0,14821.0,2294.0,13,223,120102,13223120102,0.15478037919168747
87904.0,11456.0,955.0,13,223,120103,13223120103,0.08336243016759777
81048.0,3114.0,40.0,13,223,120104,13223120104,0.012845215157353885
78553.0,5098.0,286.0,13,223,120203,13223120203,0.05610043154178109
74471.0,8609.0,1393.0,13,223,120204,13223120204,0.1618074108491114
48170.0,6517.0,1654.0,13,223,120301,13223120301,0.25379775970538593
44804.0,12972.0,3201.0,13,223,120302,13223120302,0.2467622571692877
59952.0,1772.0,43.0,13,223,120303,13223120303,0.024266365688487584
65884.0,7469.0,2623.0,13,223,120501,13223120501,0.35118489757665017
64742.0,8616.0,991.0,13,223,120502,13223120502,0.11501857010213556
67969.0,5142.0,803.0,13,223,120503,13223120503,0.1561649163749514
64943.0,5064.0,2114.0,13,223,120601,13223120601,0.4174565560821485
89539.0,10417.0,3545.0,13,223,120602,13223120602,0.34030911010847653
67665.0,14564.0,8845.0,13,151,070104,13151070104,0.6073194177423785
102759.0,11535.0,2094.0,13,151,070202,13151070202,0.18153446033810142
136324.0,5413.0,1146.0,13,089,022700,13089022700,0.21171254387585442
56263.0,7514.0,5806.0,13,089,023204,13089023204,0.772690976843226
45924.0,6465.0,5852.0,13,089,023506,13089023506,0.9051817478731632
52180.0,6008.0,5657.0,13,089,023412,13089023412,0.941577896138482
59340.0,7054.0,6651.0,13,089,023416,13089023416,0.9428692940175787
65694.0,3161.0,1249.0,13,089,020500,13089020500,0.3951281240113888
71618.0,5927.0,2467.0,13,089,020900,13089020900,0.4162308081660199
95417.0,2634.0,825.0,13,089,020700,13089020700,0.3132118451025057
28242.0,3002.0,106.0,13,089,021204,13089021204,0.03530979347101932
154063.0,3526.0,67.0,13,089,021213,13089021213,0.019001701644923426
76066.0,7536.0,2814.0,13,089,021805,13089021805,0.3734076433121019
53341.0,5754.0,3476.0,13,089,022004,13089022004,0.6041014946124436
41216.0,7666.0,6765.0,13,089,023208,13089023208,0.8824680406991913
60033.0,3608.0,3377.0,13,089,023212,13089023212,0.9359756097560976
35611.0,3238.0,2892.0,13,089,023504,13089023504,0.8931439159975293
43100.0,2299.0,2022.0,13,089,023602,13089023602,0.8795128316659417
170096.0,1997.0,40.0,13,089,020100,13089020100,0.020030045067601403
46667.0,3817.0,971.0,13,089,021301,13089021301,0.2543882630337962
74544.0,7675.0,7095.0,13,089,023306,13089023306,0.9244299674267101
43190.0,8127.0,6794.0,13,089,023206,13089023206,0.8359788359788359
42606.0,3965.0,3786.0,13,089,023411,13089023411,0.9548549810844893
70811.0,4104.0,3806.0,13,089,023413,13089023413,0.9273879142300195
44676.0,4533.0,3070.0,13,089,023802,13089023802,0.6772556805647474
74922.0,4237.0,444.0,13,089,021208,13089021208,0.10479112579655417
143875.0,4862.0,78.0,13,135,050321,13135050321,0.016042780748663103
151364.0,4884.0,93.0,13,135,050322,13135050322,0.019041769041769043
45816.0,8224.0,2717.0,13,135,050431,13135050431,0.33037451361867703
61027.0,6729.0,1167.0,13,135,050432,13135050432,0.1734284440481498
46675.0,2200.0,537.0,13,135,050433,13135050433,0.24409090909090908
47747.0,8356.0,1208.0,13,135,050434,13135050434,0.14456677836285303
55438.0,3457.0,471.0,13,135,050435,13135050435,0.13624529939253688
47200.0,8635.0,2819.0,13,135,050436,13135050436,0.32646207295888824
89475.0,8523.0,1574.0,13,135,050525,13135050525,0.18467675701044234
41696.0,4486.0,960.0,13,135,050526,13135050526,0.2139991083370486
88662.0,6288.0,1071.0,13,135,050527,13135050527,0.17032442748091603
60363.0,8125.0,3535.0,13,135,050523,13135050523,0.4350769230769231
53594.0,6952.0,1198.0,13,135,050524,13135050524,0.17232451093210588
103423.0,4904.0,930.0,13,135,050528,13135050528,0.1896411092985318
67361.0,4357.0,955.0,13,135,050529,13135050529,0.2191875143447326
95072.0,6329.0,1161.0,13,135,050530,13135050530,0.18344130194343497
62075.0,9156.0,2651.0,13,135,050531,13135050531,0.28953691568370465
67769.0,8214.0,3118.0,13,135,050532,13135050532,0.37959581202824444
57518.0,9018.0,804.0,13,135,050533,13135050533,0.08915502328675981
69268.0,9026.0,2581.0,13,135,050534,13135050534,0.2859516951030357
53491.0,7119.0,1824.0,13,223,120202,13223120202,0.2562157606405394
56865.0,17862.0,2953.0,13,223,120400,13223120400,0.1653230321352592
34704.0,4955.0,1272.0,13,135,050522,13135050522,0.2567103935418769
70899.0,6948.0,1580.0,13,135,050720,13135050720,0.2274035693724813
43917.0,5302.0,1638.0,13,135,050304,13135050304,0.3089400226329687
47011.0,3170.0,260.0,13,135,050306,13135050306,0.08201892744479496
80320.0,6661.0,1133.0,13,135,050426,13135050426,0.17009458039333433
98886.0,7822.0,1514.0,13,135,050712,13135050712,0.19355663513167987
53415.0,6176.0,945.0,13,135,050410,13135050410,0.15301165803108807
94792.0,6304.0,1344.0,13,135,050428,13135050428,0.2131979695431472
81944.0,5424.0,1111.0,13,223,120604,13223120604,0.20483038348082597
72316.0,11339.0,3766.0,13,151,070205,13151070205,0.3321280536202487
96082.0,7661.0,4216.0,13,151,070309,13151070309,0.5503198015924814
77692.0,14560.0,6667.0,13,151,070502,13151070502,0.45789835164835163
67690.0,7395.0,3081.0,13,223,120603,13223120603,0.41663286004056793
