placekey,location_name,brands,latitude,longitude,category_tags,opened_on,closed_on
zzw-229@8gd-qbw-435,Spankys,,32.080484,-81.086663,"Bar or Pub,Late Night",,
zzw-223@8g7-42m-vxq,Central Station Sports Cafe,,33.623013,-84.477169,"Bar or Pub,Late Night,Sports Bar",,2023-02
287-222@8g7-46n-8vz,This Place In Atl,,33.751731,-84.398307,"Bar or Pub,Hookah,Late Night",,2021-10
224-222@8g7-3z4-4n5,Trapeze,,33.76124,-84.533339,Late Night,,
22b-222@8g7-bf3-mp9,The Indian Queen,,33.468535,-82.028709,"Bar or Pub,Late Night",,
224-222@8gb-268-wrk,Spinning Room,,34.783317,-84.973772,"American Food,Bar or Pub,Late Night,Wine Bar",,
224-222@8g7-2cq-yy9,Blakes of Braselton,,34.108167,-83.763296,"American Food,Bar or Pub,Late Night,Tapas,Wine Bar",,
zzw-222@8g7-47m-789,The Exclusive,,33.747038,-84.307277,"Bar or Pub,Cigars,Late Night",,2022-07
zzw-222@8g6-ysc-skf,Cowboys,,33.904389,-84.154609,"Bar or Pub,Late Night",,2022-12
zzw-22c@8g6-y3p-75z,Yates Sports Pub,,34.025874,-84.250036,"Bar or Pub,Late Night,Sports Bar",,2020-01
22f-222@8gd-qbw-33q,Nightly Spirits Savannah,,32.078343,-81.090248,"Bar or Pub,Late Night",,
224-222@8gj-6rb-9j9,Rum Runner Sports Bar,,30.896124,-83.32116,"Bar or Pub,Karaoke,Late Night,Sports Bar",,
223-222@8g7-489-mp9,Pleasers,,33.681817,-84.416872,Late Night,,2021-10
223-222@8g6-ytw-dsq,El Boulevard Sportsbar,,33.896632,-84.195448,"Bar or Pub,Late Night,Sports Bar",,2020-08
zzw-222@8gj-6tp-6x5,Craft On Draft,,30.872313,-83.288896,"Bar or Pub,Beer Garden,Late Night",,2020-01
225-222@8g6-x47-2kz,Classic Billiards,,33.658661,-84.023538,"Late Night,Pool and Billiards",,2019-12
222-222@8gn-j7d-jn5,Homer's Lounge,,32.406166,-84.936109,"Bar or Pub,Cocktail Lounge,Late Night",,2020-01
zzw-224@8g6-y3b-7dv,Mercantile Social,,34.07611,-84.294795,"Bar or Pub,Cocktail Lounge,Late Night,Music Venue,Tapas",,
2cn-226@8g7-46z-ffz,The Ballroom,,33.791517,-84.398116,"Bar or Pub,Cocktail Lounge,Late Night",,
222-222@8g7-bf5-4y9,Blue Top Lounge,,33.456416,-81.983511,"Bar or Pub,Cocktail Lounge,Late Night",,
222-223@8g6-yf9-rtv,HI Tops Sports Bar,,34.247441,-84.305829,"Bar or Pub,Late Night,Music Venue,Sports Bar",,2022-10
222-222@8g6-ym5-rc5,The Anchor Bar & Tattoo Studio,,33.808061,-84.366303,"American Food,Bar or Pub,Cocktail Lounge,Hookah,Late Night",,2020-01
22n-222@8g7-46n-vzz,Mary's,,33.739965,-84.345539,"Bar or Pub,Gay Bar,Late Night",,
22c-222@8g7-484-xqz,Big Game,,33.765727,-84.364129,"Bar or Pub,Late Night,Sports Bar",,
222-222@8g6-ssk-2ff,Roco's Bar,,32.555156,-83.655478,"Bar or Pub,Late Night",,
zzw-223@8gj-6tv-hqz,Ashley Street Station,,30.846383,-83.298546,"Bar or Pub,Dive Bar,Late Night",,
225-222@8g7-bf6-nkf,Downtown Club,,33.474182,-82.002351,Late Night,,
zzy-222@8g6-zqs-s5z,Roosters Drive Inn,,33.519039,-83.734753,"American Food,BBQ and Southern Food,Karaoke,Late Night",,
225-222@8g7-njj-2rk,Blue Sky,,33.958141,-83.375158,"Bar or Pub,Late Night",,
zzw-222@8g7-48t-4sq,Nineteen96 Restaurant And Lounge,,33.752611,-84.402278,"Bar or Pub,Cocktail Lounge,Late Night",,
227-222@8g6-ysj-2x5,Marlow's Tavern,Marlow's Tavern,33.97939,-84.214211,"American Food,Bar or Pub,Casual Dining,Dinner,Drinks,Lunch",,
224-222@8g7-4rh-7qz,New Orleans Daquiri,,33.607481,-84.471765,"Bar or Pub,Late Night,Seafood",,
22d-222@8g7-47g-f75,Taproom Coffee,,33.751578,-84.323289,"Bar or Pub,Coffee Shop,Late Night",,
zzw-222@8g7-4fd-zpv,Studio Cigar Lounge,,33.539122,-84.574987,"Bar or Pub,Cocktail Lounge,Late Night",,
zzw-226@8g6-ymh-d35,Marlow's Tavern,Marlow's Tavern,33.907403,-84.37984,"American Food,Bar or Pub,Casual Dining,Dinner,Drinks,Lunch",,2021-10
zzw-224@8g7-2pd-3yv,Hookah,,33.975077,-84.078769,"Bar or Pub,Hookah,Late Night",,
228-222@8g6-ytw-xdv,Impulse Karaoke,,33.883172,-84.192406,"Bar or Pub,Cocktail Lounge,Hookah,Karaoke,Late Night",,
zzw-222@8g7-46n-w6k,The Midway Pub,,33.739472,-84.344203,"Bar or Pub,Late Night",,
222-223@8g7-47b-mkz,The Social Lounge,,33.759932,-84.383942,"Bar or Pub,Cocktail Lounge,Dance Club,Late Night",,
222-223@8g7-4rt-6tv,Rose Gold Bar & Lounge,,33.543285,-84.39997,"BBQ and Southern Food,Bar or Pub,Cocktail Lounge,Late Night",,2022-04
zzw-222@8g6-x94-p7q,Lavish Bistro ATL,,33.761078,-84.249676,"Bar or Pub,Dance Club,Late Night",,
zzw-222@8gd-q4h-9pv,Wet Willie's Franchise,,31.985637,-81.15171,"Bar or Pub,Late Night",,2020-01
224-222@8gb-4gd-9xq,La Dona Night Club,,34.764727,-84.95693,"Dance Club,Late Night",,
22h-222@8g6-y3b-5vf,Butcher & Brew,,34.075365,-84.29487,"American Food,Bar or Pub,Late Night",,
zzy-222@8gd-nd3-g6k,Blu Diamond Lounge,,32.149333,-81.516893,"American Food,Bar or Pub,Cocktail Lounge,Late Night,Sports Bar",,2023-01
223-222@8g6-ykz-6x5,Kramer's Buckhead,,33.841554,-84.378567,"Bar or Pub,Late Night",,2022-10
223-222@8gb-q5w-8n5,Pier 29 On Lanier,,34.259877,-83.959109,"Bar or Pub,Late Night",,2020-01
zzw-222@8g6-x53-k4v,Corks And Cuvee,,33.617315,-84.081413,"Bar or Pub,Late Night",,
227-222@8g6-t7t-qvf,Billy's Clubhouse,,32.898346,-83.703452,"Bar or Pub,Dive Bar,Late Night",,
22f-222@8g7-46q-9xq,Hazel Jane's,,33.753848,-84.365673,"American Food,Bar or Pub,Late Night,Wine Bar",,2021-10
zzw-224@8g7-47b-hnq,Members Only Lounge,,33.763934,-84.382812,"Bar or Pub,Cocktail Lounge,Late Night",,2022-08
224-227@8g7-479-zs5,Square Bar,,33.777025,-84.388957,"Bar or Pub,Late Night",,
22n-222@8g7-njj-2kz,Woodford Athens,,33.95886,-83.376881,"Bar or Pub,Late Night",,
229-222@8gd-qbh-s3q,Flajae's,,32.055464,-81.082927,"Bar or Pub,Late Night,Sports Bar",,2021-11
zzw-228@8g7-njh-zj9,The Rook & Pawn,,33.959044,-83.380196,"Bar or Pub,Coffee Shop,Late Night,Sandwich Shop",,
223-222@8g7-478-p7q,Compound,,33.78254,-84.414264,"Dance Club,Late Night",,
zzw-228@8g7-4br-835,The Stout Brothers,,33.883778,-84.51534,"Bar or Pub,Late Night",,
223-222@8g6-x8t-nkf,Pin Ups,,33.778982,-84.276893,"Adult Entertainment,Late Night",,
224-222@8gb-7gv-5j9,The Nest Kennesaw,,34.024795,-84.612058,"BBQ and Southern Food,Beer Garden,Chicken Wings,Late Night",,
22b-222@8g7-46r-bzf,Black Sheep Tavern & Oyster Room,,33.754618,-84.376843,"Bar or Pub,Late Night",,2021-10
223-223@8gj-6tn-zpv,Shots Billiards,,30.865189,-83.284677,"Bar or Pub,Chicken Wings,Late Night,Pool and Billiards,Sports Bar",,2020-01
222-222@8g7-46r-ct9,Paper Crane Lounge,,33.754115,-84.369888,"Bar or Pub,Cocktail Lounge,Late Night",,2022-07
223-222@8g6-ym4-xdv,Onyx,,33.81051,-84.361122,Late Night,,
222-222@8gd-n7k-dy9,Little Lucky's Pub Hotel Bar Savannah,,32.006208,-81.278234,"Bar or Pub,Karaoke,Late Night,Sports Bar",,
226-222@8g6-x6x-g49,The Place Hookah,,33.76472,-84.221431,"Bar or Pub,Coffee Shop,Hookah,Late Night,Smoothie & Juice Bar",,
22j-222@8g7-bfw-j9z,Playground bar,,33.476264,-81.969435,"Bar or Pub,Late Night",,2022-03
226-222@8g7-46y-rhq,House of Hookah,,33.78589,-84.400439,"Bar or Pub,Hookah,Late Night",,
224-223@8gp-4z2-h5z,Seagles Saloon,,30.720531,-81.548794,"Bar or Pub,Dive Bar,Late Night",,2020-09
222-222@8g6-ycf-gx5,Falling Rabbit,,34.003835,-84.145176,"American Food,Bar or Pub,Cocktail Lounge,Late Night,Wine Bar",,
227-222@8g7-83s-m6k,Stay Social Tap And Table,,33.543753,-82.129648,"Bar or Pub,Coffee Shop,Late Night,Tapas",,2023-01
223-223@8g7-4hr-m6k,Nak's Country Kitchen and Sports Bar,,33.529323,-84.661653,"BBQ and Southern Food,Bar or Pub,Late Night,Sports Bar",,2020-01
222-222@8g6-vcr-jn5,Hideaway,,32.528266,-82.86881,"Bar or Pub,Late Night",,
22r-222@8g6-ydw-9zz,Nido Cafe,,34.183528,-84.218745,"Bar or Pub,Coffee Shop,Late Night,Tapas,Wine Bar",,
223-222@8gj-52q-swk,Woods Club,,30.804572,-83.987432,Late Night,,
222-222@8g7-4qp-ht9,JB's Billiards and Bar,,33.642657,-84.361428,"American Food,Bar or Pub,Dive Bar,Late Night,Pool and Billiards",,
224-222@8gd-q2n-kvf,Totally Awesome Bar,,32.079051,-81.093312,"Arcades,Bar or Pub,Late Night,Pool and Billiards",,
zzw-226@8g6-t85-r6k,Roasted Cafe & Lounge,,32.836141,-83.62914,"Bar or Pub,Coffee Shop,Dive Bar,Late Night,Sandwich Shop",,2020-01
227-223@8g7-474-p9z,Dnovus Atlanta,,33.793543,-84.386001,Late Night,,
222-222@8g7-bfw-k75,The Scene,,33.478882,-81.974817,"Dance Club,Late Night",,
222-222@8g7-448-qs5,Marlene's,,33.795488,-84.621193,Late Night,,
223-222@8gm-jqg-94v,Commotions,,33.06816,-85.027636,"Dance Club,Late Night",,
223-222@8g6-ykc-9s5,Charlie's Place,,33.864919,-84.286392,"Bar or Pub,Late Night",,
224-224@8g6-y3b-5vf,Truck & Tap Alpharetta,,34.075451,-84.29554,"Bar or Pub,Late Night,Truck or Cart",,
22g-222@8g6-y4w-mff,Salt Factory Pub,,34.024575,-84.361708,"American Food,Bar or Pub",,
226-222@8g7-njj-2x5,Georgia Bar,,33.957992,-83.377387,"Bar or Pub,Dive Bar,Late Night",,2020-01
227-222@8gd-q2q-bzf,Congress Street Up,,32.080623,-81.094899,"Bar or Pub,Cocktail Lounge,Late Night",,
22j-222@8g6-yjd-tgk,Pour Kitchen Bar,,33.860981,-84.331204,"American Food,Bar or Pub,Late Night,Wine Bar",,2022-12
zzw-222@8gp-4wp-q2k,Bottomz Up Saloon,,30.753193,-81.577302,"Bar or Pub,Dance Club,Late Night",,2021-10
222-226@8gb-7gx-k2k,The Vineyard Wine Bar & Trattoria,,34.024426,-84.566925,"Bar or Pub,Italian Food,Late Night,Wine Bar",,2023-02
24n-222@8g7-48t-4vz,Atlantucky Brewing,,33.750051,-84.403411,"Bar or Pub,Brewery or Brewpub,Late Night",,
zzy-223@8gn-jck-kmk,Club Andre's,,32.453245,-84.938736,"Bar or Pub,Late Night",,
222-222@8g7-nk4-qj9,Ten Pins Tavern,,33.972934,-83.414367,"Bar or Pub,Late Night",,2020-01
223-222@8gb-6yy-wff,Big Shots Billiards,,34.087135,-84.548006,"Bar or Pub,Karaoke,Late Night,Pool and Billiards",,
228-222@8g7-482-syv,Little Jerry's,,33.766058,-84.344441,"Bar or Pub,Late Night",,2019-07
zzw-224@8g6-x9j-xt9,Silk 2 Bar And Grill,,33.702473,-84.148836,"Bar or Pub,Late Night,Sports Bar",,
zzw-226@8g6-t89-3nq,A Brooke Haven Lounge,,32.835023,-83.625989,"Bar or Pub,Cocktail Lounge,Late Night",,2023-02
228-22t@8g7-26f-vzz,Smokey Bones,Smokey Bones,34.064625,-83.98357,"American Food,Burgers,Catering,Dinner,Late Night,Lunch,Steak House",,
226-222@8g7-njh-zj9,Little Kings Shuffle Club,,33.959266,-83.37916,"Bar or Pub,Late Night,Music Venue",,
zzw-223@8g7-485-835,Il Localino,,33.766688,-84.352854,"Bar or Pub,Cocktail Lounge,Italian Food,Late Night,Wine Bar",,2021-04
zzy-222@8gd-nhy-9fz,Silver Dollar Lounge,,31.825749,-81.518513,"Bar or Pub,Fine Dining,Late Night",,
224-222@8g8-4h3-wrk,Friends On the Hill,,32.619266,-83.649467,"Bar or Pub,Late Night",,
22g-222@8g7-njn-dd9,Wonderbar,,33.959231,-83.375345,"Bar or Pub,Late Night",,
zzw-226@8g6-yqm-5xq,Infusion Hookah Lounge,,33.95024,-84.511011,"Bar or Pub,Hookah,Late Night",,
224-222@8g6-ykz-9zz,The Pool Hall,,33.840998,-84.380337,"Bar or Pub,Late Night",,2021-10
zzw-222@8gb-267-5fz,Hot Spot Lounge,,34.795203,-85.002853,Late Night,,2020-01
224-229@8g7-47b-k4v,Bar210,,33.759347,-84.388659,"Bar or Pub,Late Night",,
226-222@8g7-njn-d9z,Jerzees,,33.958716,-83.373735,"Bar or Pub,Late Night,Sports Bar",,2020-07
zzw-223@8gd-q7b-6p9,Grant's Crow Bar Lounge,,32.013838,-80.984917,Late Night,,
222-225@8g6-ytn-b6k,Sweetwater Bar & Grill,,33.951781,-84.102741,"Bar or Pub,Karaoke,Late Night,Music Venue",,
zzw-224@8g7-474-b49,Felix's Atlanta,,33.796629,-84.371007,"Bar or Pub,Gay Bar,Late Night",,
223-222@8g7-2jx-nbk,Brucey's,,33.855329,-83.931286,"Bar or Pub,Late Night,Sports Bar",,
zzw-228@8g6-ykq-2ff,Mics Karaoke,,33.907685,-84.28701,"Karaoke,Late Night",,
224-223@8gb-qzv-hdv,Green Dragon Sports Tavern,,34.678766,-84.4759,"Bar or Pub,Late Night,Sports Bar",,2022-11
222-224@8g6-yky-fzz,Blue Martini,,33.84756,-84.373834,"Bar or Pub,Cocktail Lounge,Late Night,Tapas",,
22j-223@8g6-zq2-j5f,The Social Goat Tavern,,33.596444,-83.858907,"Bar or Pub,Late Night,Music Venue",,
224-223@8g7-479-x89,Opium,,33.780913,-84.38918,"Dance Club,Late Night",,2021-05
222-222@8gb-2v8-2x5,Pickens Star Lodge,,34.458253,-84.430348,Late Night,,
225-222@8g6-ymv-5s5,Mint Ultra Lounge,,33.838015,-84.310033,"Bar or Pub,Cocktail Lounge,Hookah,Late Night",,2020-01
222-222@8gj-gx5-2hq,Club Parisians,,31.488664,-84.11522,"Bar or Pub,Dance Club,Late Night",,2020-01
zzw-222@8g6-ytk-rx5,RED Lounge,,33.966412,-84.141384,"Bar or Pub,Chicken Wings,Hookah,Karaoke,Late Night",,
zzy-222@8g7-4ps-kj9,Central Station Sports Cafe,,33.668651,-84.441798,"Bar or Pub,Late Night,Pool and Billiards,Sports Bar",,2020-01
229-222@8g7-46n-9mk,Artisans Bar & Gallery,,33.750634,-84.393046,"Bar or Pub,Late Night",,
