placekey,location_name,brands,latitude,longitude,category_tags,opened_on,closed_on
224-222@8g6-y55-789,Confetti's Bar & Grill,,33.967106,-84.259777,"Bar or Pub,Hookah,Late Night,Sports Bar",,
224-224@8g7-47b-k4v,The Lobby Bar,,33.759392,-84.387908,"Bar or Pub,Late Night",,
zzw-225@8g6-ytk-jqf,Vip Jr Billiard,,33.957923,-84.141167,"Late Night,Pool and Billiards",,
222-222@8gb-76v-xh5,Dallas Billiards,,33.908934,-84.803535,"Late Night,Pool and Billiards",,2022-01
zzw-222@8g6-zq4-nqz,Pool Room & Cafe,,33.592817,-83.873798,"Cafe,Late Night,Pool and Billiards",,2020-01
223-223@8g6-yky-575,Mr B Bar,,33.852561,-84.381494,"Bar or Pub,Cocktail Lounge,Late Night",,
224-224@8g6-ykq-fvf,Big Daddy's Hookah,,33.898267,-84.304594,"Bar or Pub,Hookah,Late Night",,2022-10
zzw-222@8gj-6s6-ht9,Rock N Rodeo,,30.889331,-83.271367,"Dance Club,Late Night",,2022-12
225-222@8g7-33w-xdv,Classic Cue,,33.451804,-84.455625,"Bar or Pub,Late Night,Pool and Billiards,Sports Bar",,
225-222@8g6-yjh-tgk,Cephora Lounge,,33.86615,-84.308995,"Bar or Pub,Cocktail Lounge,Late Night",,
zzw-223@8g7-4qb-9zz,Ritmos Bar and Grill,,33.573493,-84.370339,"Dance Club,Late Night",,2023-02
228-223@8g7-48t-pd9,Rain Night Club & Lounge,,33.736398,-84.40254,"Bar or Pub,Cocktail Lounge,Dance Club,Late Night",,2020-01
224-222@8g6-xpw-yvz,Up 'n Smoke Hookah Lounge,,33.693447,-84.261844,"Bar or Pub,Hookah,Late Night",,2020-01
224-223@8g7-47b-g6k,The Bar,,33.763489,-84.386881,"Bar or Pub,Late Night",,
227-222@8g6-y4q-6c5,Lucky's Burger & Brew,,34.030232,-84.35553,"American Food,Bar or Pub,Dessert,Late Night,Sports Bar",,
223-222@8g7-46r-bzf,Clues and Cocktails,,33.755693,-84.377319,"Bar or Pub,Cocktail Lounge,Late Night",,2021-03
228-222@8g7-4gp-xh5,Montana Cigar,,33.584761,-84.540425,"Bar or Pub,Cigars,Late Night",,
222-222@8g6-ykz-9mk,Storico Vino,,33.838625,-84.38009,"Bar or Pub,Cocktail Lounge,Italian Food,Late Night,Wine Bar",,
zzy-222@8g6-ty2-6rk,BWs,,32.83097,-83.628589,"Late Night,Pool and Billiards",,
223-222@8g8-7v2-tsq,American Buffalo,,32.528065,-84.958585,"Bar or Pub,Chicken Wings,Late Night,Pool and Billiards",,
22f-223@8g6-ykz-7qz,Sovereign Sweets,,33.842745,-84.37947,"Bar or Pub,Cocktail Lounge,Dessert,Late Night",,
zzw-222@8g8-7pk-xwk,Bobby's Bar,,32.47968,-84.923555,Late Night,,
zzy-222@8gm-frv-qpv,The Watering Hole,,33.733072,-84.928981,"Bar or Pub,Late Night,Sports Bar",,
224-222@8g6-xrc-xt9,Black Diamond Lounge,,33.551639,-84.258693,"Bar or Pub,Cocktail Lounge,Late Night",,2022-10
22g-222@8g7-484-8jv,El Bar,,33.7735,-84.356627,"Bar or Pub,Cocktail Lounge,Late Night,Mexican Food",,
zzy-223@8gb-3st-vvf,Cold Creek,,34.825861,-84.763107,"Bar or Pub,Late Night,Wine Bar",,2023-01
223-222@8gb-6yq-k75,Salt Factory Pub,,34.099627,-84.520507,"Bar or Pub,Pizza",,
23b-222@8g7-njn-dd9,South Kitchen Bar,,33.95971,-83.375192,"American Food,Bar or Pub,Cocktail Lounge,Late Night",,
224-222@8g7-3yp-tvz,Club Ellery's,,33.706417,-84.455339,"American Food,Bar or Pub,Dance Club,Late Night",,
222-222@8g6-ym4-pjv,Tripps Bar,,33.810031,-84.36723,"Bar or Pub,Gay Bar,Late Night",,
226-222@8g6-ym2-cqz,Royal Lounge,,33.83131,-84.341525,"Bar or Pub,Cocktail Lounge,Hookah,Late Night",,2021-10
zzw-222@8gb-72q-sqz,Cue's Billiards,,34.033315,-84.526168,"Bar or Pub,Burgers,Late Night,Pool and Billiards",,
zzw-225@8g6-ym5-52k,Tongue & Groove,,33.822255,-84.368672,"Dance Club,Late Night",,
224-222@8g7-bgt-pvz,Fishbowl Lounge,,33.419609,-82.031663,"Bar or Pub,Cocktail Lounge,Karaoke,Late Night",,
zzw-22c@8g6-ym3-x5z,Seven Lamps,,33.847353,-84.365737,"American Food,Bar or Pub,Brunch,Cocktail Lounge,Late Night",,
22m-223@8gd-q2n-kvf,El Rocko Lounge,,32.078712,-81.093449,"Bar or Pub,Cocktail Lounge,Late Night",,
zzw-222@8gd-q2v-mzf,Lone Wolf Lounge,,32.052896,-81.098194,"Bar or Pub,Cocktail Lounge,Late Night",,
zzw-223@8g6-ycb-gtv,Hamonee Karaoke Bar,,34.000261,-84.16994,"Karaoke,Late Night",,
22f-223@8gd-q2n-p7q,Pinkie Master's Lounge,,32.073643,-81.092602,"Bar or Pub,Dive Bar,Late Night",,
zzy-222@8g6-yky-nwk,Johnny's Hideaway,,33.857769,-84.380706,"Bar or Pub,Late Night",,
zzw-222@8gm-drr-wzf,RPM Full Service,,33.376259,-84.799909,"American Food,Bar or Pub,Late Night",,
229-222@8gb-6qz-92k,J D 's Bar B Que,,34.062148,-84.665774,"BBQ and Southern Food,Bar or Pub,Late Night,Wine Bar",,
223-222@8gd-p56-dn5,Rude Rudy's,,32.418685,-81.774664,"Dance Club,Late Night",,2020-01
224-223@8g6-ytk-sbk,Luxor Karaoke & Bar,,33.966802,-84.142055,"American Food,Bar or Pub,Karaoke,Late Night",,
zzw-224@8gb-268-t5f,Planet of the Grapes Wine Bar And Retail Store,,34.77263,-84.968868,"Bar or Pub,Late Night,Wine Bar",,2021-10
225-222@8gm-dzn-8qf,The Tavern On 74,,33.407938,-84.600647,"Bar or Pub,Late Night,Sports Bar",,
223-229@8g7-46q-cwk,Hop City Craft Beer and Wine,,33.757235,-84.36404,"Bar or Pub,Late Night",,
222-222@8g6-ym5-249,Club Life,,33.808339,-84.363518,"Dance Club,Late Night",,2020-01
223-223@8gm-jnx-7bk,The Cypress Saloon,,33.015005,-85.029357,Late Night,,2020-01
22j-222@8g7-bfw-jy9,Sole Augusta,,33.478566,-81.971697,"Bar or Pub,Cocktail Lounge,Late Night,Sushi,Tapas",,
zzw-223@8gd-qb7-m8v,Exclusives Bar & Grille,,32.065248,-81.058245,"Bar or Pub,Late Night,Music Venue,Sports Bar",,
zzw-222@8gd-q2v-ks5,Sey Hey,,32.053639,-81.101862,"Bar or Pub,Late Night",,2022-08
zzw-222@8gb-6sv-pn5,Luke And Nicks All American Coney Island,,34.012816,-84.75476,"Bar or Pub,Late Night,Sports Bar",,2020-01
225-222@8g7-njn-d9z,Genco Import,,33.958438,-83.374897,"Bar or Pub,Late Night",,2021-10
228-222@8g7-47b-q4v,617 Social Club,,33.771529,-84.388696,"Bar or Pub,Cocktail Lounge,Late Night,Sports Bar",,2022-03
22r-222@8g7-njj-2kz,Starland Pizzeria & Pub,,33.958582,-83.376584,"Bar or Pub,Late Night",,
222-223@8gd-qbv-zpv,Midnight Sun Bourbon & Chocolate Lounge,,32.083768,-81.085523,"Bar or Pub,Cocktail Lounge,Late Night",,
223-222@8g7-46z-2zf,Swinging Richards,,33.792882,-84.408155,"Adult Entertainment,Bar or Pub,Gay Bar,Late Night",,2022-04
zzw-222@8g6-ytj-5xq,Theory Restaurant & Lounge,,33.942216,-84.126189,"Bar or Pub,Cocktail Lounge,Late Night",,
zzy-222@8g7-26m-hkf,New World Bar Cafe,,34.035142,-83.981575,"Bar or Pub,Late Night",,
223-222@8g6-ykz-q4v,Montie's Public House,,33.836454,-84.335979,"Bar or Pub,Late Night,Sports Bar",,2020-01
222-223@8g6-x6q-2zf,Echelon 3000 Ultra Bistro,,33.76135,-84.198776,"American Food,Dance Club,Late Night",,2020-01
224-222@8g7-46z-68v,McCray's Tavern Midtown,,33.786008,-84.387591,"American Food,Bar or Pub,Late Night,Sports Bar",,
zzw-223@8gm-dzp-7nq,The Curious Pig,,33.39421,-84.593996,"American Food,Bar or Pub,Cocktail Lounge,Late Night",,
222-222@8gm-dsz-nbk,Murphy's Sports Pub,,33.399204,-84.754048,"Bar or Pub,Late Night,Sports Bar",,2020-01
zzw-222@8g7-49b-xyv,Club Blaze,,33.656429,-84.333876,Late Night,,
zzy-229@8gp-v8v-q2k,The Crab Market & Cafe,,31.370263,-81.433041,"Bar or Pub,Late Night,Sports Bar",,
222-222@8gd-q2w-9xq,Mutuals Club,,32.050827,-81.104507,"Bar or Pub,Comedy Clubs,Late Night",,2020-01
225-222@8g7-474-5cq,Club Venus,,33.792852,-84.367933,Late Night,,2020-01
228-222@8g7-njn-dgk,Buddha,,33.958315,-83.373422,"Bar or Pub,Late Night",,
222-222@8g8-5by-nh5,Hortons'rendezvous,,33.065964,-84.142383,Late Night,,
zzw-223@8g7-8j6-9xq,Kimberly's Country Cookin',,33.481233,-82.505191,"BBQ and Southern Food,Cafeteria",,2020-01
zzw-222@8g6-ykz-9zz,Stagecoach,,33.841035,-84.380513,"Bar or Pub,Late Night",,
225-223@8g7-2m8-52k,European Sports Cafe,,33.943213,-83.992832,"Bar or Pub,Chicken Wings,Cocktail Lounge,Late Night,Sports Bar",,
zzw-223@8g6-y3h-z2k,37 Main,,34.032799,-84.187945,"Bar or Pub,Dance Club,Late Night",,2021-10
227-222@8gb-rqj-3nq,Natalie Jane's,,34.511665,-83.52829,"American Food,Bar or Pub,Coffee Shop,Late Night",,2020-01
222-224@8gd-hmt-b6k,The Tavern,,32.143899,-81.248564,"Bar or Pub,Hookah,Late Night",,2020-02
223-222@8g6-zbq-c89,Ricky D's,,33.595957,-83.466756,"American Food,Bar or Pub,Late Night,Wine Bar",,2022-12
22g-222@8g7-474-dqf,Eclectic Bistro & Bar,,33.793402,-84.372286,"American Food,Bar or Pub,Cocktail Lounge,Late Night",,2020-01
zzw-222@8g6-y4w-jqf,Moon Lounge,,34.02265,-84.362234,"Bar or Pub,Cocktail Lounge,Hookah,Late Night",,2020-01
222-222@8g6-x74-249,Secrets Lounge,,33.819957,-84.228356,"Bar or Pub,Late Night",,2020-01
222-222@8g8-bhs-f4v,Pure Restaurant & Lounge,,32.227565,-82.381981,"Bar or Pub,Cocktail Lounge,Late Night",,
222-222@8g6-y4w-4sq,Andretti Indoor Karting & Games Roswell,,34.047473,-84.340508,Arcades,,2022-12
224-222@8g6-yvg-28v,Karaoke Melody,,33.919501,-84.255773,"Bar or Pub,Cocktail Lounge,Karaoke,Late Night",,
224-223@8g6-pzs-v4v,Top Dawg Growlers,,33.118317,-83.260392,"Bar or Pub,Late Night",,2020-01
22f-222@8g6-t85-r8v,Grants Lounge,,32.834773,-83.629992,"Bar or Pub,Cocktail Lounge,Late Night",,
zzw-222@8gb-ryz-kvf,Mule Camp Tavern,,34.298306,-83.828508,"Bar or Pub,Burgers,Late Night,Pool and Billiards",,2021-11
22b-222@8gj-g7k-x5z,Legend Lounge & Club,,31.576632,-84.135827,"Dance Club,Late Night",,
22d-222@8g7-njj-2kz,Bar South,,33.958862,-83.37708,"Bar or Pub,Late Night,Pool and Billiards,Sports Bar",,
222-222@8g7-4p9-fzz,Highland Arms,,33.605247,-84.436676,"Bar or Pub,Late Night",,2022-01
zzw-224@8g7-477-xwk,Georgia Local Craft,,33.75544,-84.400831,"Bar or Pub,Late Night",,
zzw-222@8g7-47b-g8v,The League Tavern,,33.764285,-84.387825,"Bar or Pub,Late Night,Sports Bar",,2020-01
224-223@8g6-x45-6kz,Six Ways 2 Sunday,,33.641379,-84.015727,"Bar or Pub,Karaoke,Late Night",,2020-01
22r-222@8gd-q2j-s3q,The Black Rabbit,,32.0641,-81.100155,"Bar or Pub,Late Night",,
226-223@8g7-474-hyv,Sutra Lounge,,33.785769,-84.384517,"Bar or Pub,Cocktail Lounge,Dance Club,Late Night",,
zzw-227@8g7-4cs-xdv,Rande Voo Restaurant Lounge,,33.798585,-84.512785,"Bar or Pub,Cocktail Lounge,Hookah,Late Night",,
223-222@8gb-rz7-hh5,787 Hacienda,,34.278242,-83.83756,"Bar or Pub,Dance Club,Late Night,Sports Bar,Truck or Cart",,
226-222@8g7-hh4-pqf,Wings N Things Bar & Grill,,33.737802,-82.740464,"Bar or Pub,Late Night",,2023-02
225-223@8gd-pwz-cbk,Deb's Bar,,32.008452,-81.116315,"Bar or Pub,Cocktail Lounge,Dive Bar,Late Night,Sports Bar",,
222-222@8g7-477-xqz,Resturant 10,,33.754962,-84.403269,"American Food,BBQ and Southern Food,Bar or Pub,Cocktail Lounge,Late Night",,
227-222@8gb-4gc-zvf,5th Quarter Pub,,34.765113,-84.968086,"Bar or Pub,Late Night,Sports Bar",,2020-01
zzw-222@8g8-4g5-h5z,Strippers,,32.606628,-83.750256,"Adult Entertainment,Late Night",,
222-222@8g6-ym8-dgk,The Heretic,,33.811564,-84.355288,"Bar or Pub,Dance Club,Gay Bar,Late Night",,
zzw-22g@8gd-q2q-cbk,O'connell's Pub,,32.078923,-81.090605,"Bar or Pub,Late Night",,
22f-224@8g6-ykx-jn5,Aura Lounge,,33.836671,-84.377068,"Bar or Pub,Cocktail Lounge,Hookah,Late Night",,2022-10
22g-222@8g7-46k-dvz,The T,,33.741814,-84.368531,"Bar or Pub,Gay Bar,Late Night",,
zzw-222@8g6-ynx-zs5,Stem Wine Bar,,33.979799,-84.428353,"American Food,Bar or Pub,Late Night,Tapas,Wine Bar",,
223-222@8g8-bh6-sh5,The Red Stag Tavern,,32.201823,-82.358069,"Bar or Pub,Late Night",,
225-222@8g6-y2n-btv,Cordell's Restaurant Bar & Nightlife,,34.037942,-84.296313,"Bar or Pub,Late Night,Sports Bar",,2020-03
zzw-22d@8gd-q2q-cbk,The Ordinary Pub,,32.079489,-81.094919,"American Food,Bar or Pub,Cocktail Lounge,Late Night",,
zzw-223@8gp-4wp-q2k,The Twisted Anchor,,30.753187,-81.577296,"Bar or Pub,Dive Bar,Late Night,Pool and Billiards",,2020-02
zzw-222@8gn-jch-p7q,Belloo's Martini and Cigar Bar,,32.463059,-84.994303,"Bar or Pub,Cocktail Lounge,Late Night",,2020-07
226-222@8g6-ycy-hwk,Live Karaoke & Bar,,34.005073,-84.084661,"Bar or Pub,Karaoke,Late Night,Wine Bar",,2020-07
222-222@8g7-486-2ff,The Imperial,,33.766117,-84.306299,"Bar or Pub,Late Night",,
zzw-223@8g6-t5n-wrk,Northside Cheers,,32.898239,-83.694347,"American Food,Bar or Pub,Late Night",,
222-222@8gp-dv5-vzz,Dennis & Marty's,,31.240767,-82.37233,Late Night,,2020-01
226-222@8g6-t85-nt9,Macon's Dueling Piano Bar,,32.83735,-83.627664,Late Night,,
222-222@8g7-x5g-nbk,Springhill Country Club Dining,,31.453029,-83.581263,"Country Club,Diner",,
zzw-227@8g7-46n-cnq,M Bar & Lounge,,33.747766,-84.401787,"Bar or Pub,Cocktail Lounge,Late Night",,
225-222@8gb-pqk-26k,Caterpillar's Cave Hookah Lounge,,34.533339,-83.982578,"Bar or Pub,Hookah,Late Night",,2020-01
222-226@8g6-ybf-zj9,Vice Bar & Bistro,,34.039139,-84.054696,"Bar or Pub,Cocktail Lounge,Hookah,Late Night,Tapas",,
229-224@8gd-q2n-kj9,Peregrin,,32.075257,-81.091582,"Bar or Pub,Late Night",,
zzw-223@8g7-4p8-rp9,The Grande Fumee Cigar Lounge,,33.606479,-84.436003,"Bar or Pub,Cigars,Late Night",,
zzw-224@8g6-ypc-b8v,Marlow's Tavern,Marlow's Tavern,34.034206,-84.465378,"American Food,Bar or Pub,Casual Dining,Dinner,Drinks,Lunch",,
zzy-222@8gd-nhp-wx5,Four Seasons Lounge,,31.846042,-81.596188,Late Night,,
224-223@8g7-453-kmk,Joey's Bar & Grill D'ville,,33.747041,-84.700492,"Bar or Pub,Late Night,Music Venue,Sports Bar",,2020-01
229-223@8gd-q2n-m49,The Peacock Lounge,,32.079788,-81.093008,"Bar or Pub,Cocktail Lounge,Late Night",,
223-223@8g6-yky-vxq,The Blind Pig Parlour Bar,,33.842418,-84.383025,"Bar or Pub,Cocktail Lounge,Late Night",,
22b-222@8g6-ycf-dn5,Truck & Tap Duluth,,34.002648,-84.14544,"Bar or Pub,Late Night,Truck or Cart",,
223-222@8g6-yqg-mff,Kayhill's Sports Bar & Grill,,33.968471,-84.487356,"Bar or Pub,Cocktail Lounge,Late Night,Pool and Billiards,Sports Bar",,2021-10
zzw-225@8gb-6zs-6kz,Fire & Ice Sports Bar Lounge,,34.028861,-84.627492,"Bar or Pub,Cocktail Lounge,Late Night",,2020-01
229-222@8gn-jcg-cdv,Carousel Lounge,,32.438011,-84.960244,Late Night,,
zzw-222@8g7-bf7-ct9,Rendezvous At Three,,33.437337,-82.007242,"Bar or Pub,Cocktail Lounge,Gourmet,Late Night",,
222-224@8gq-2zf-dn5,Harrys Roof Top Bar,,31.046532,-81.411416,"Bar or Pub,Cocktail Lounge,Late Night",,
zzw-222@8g7-26w-4gk,The Blue Caterpillar Hookah Lounge,,34.120185,-84.005621,"Bar or Pub,Coffee Shop,Hookah,Late Night",,2020-01
22x-223@8g7-njn-d9z,Wall Street North,,33.957763,-83.37413,"Bar or Pub,Late Night",,2020-12
228-222@8g6-y43-ygk,MF Bar,,34.071013,-84.273455,"Bar or Pub,Cocktail Lounge,Japanese Food,Late Night,Sushi",,
zzw-222@8gm-dzp-4vz,Smokey Bones,Smokey Bones,33.397365,-84.593426,"American Food,Burgers,Catering,Dinner,Late Night,Lunch,Steak House",,
zzw-222@8g6-yth-wrk,Prime Bar & Lounge,,33.952874,-84.132477,"Bar or Pub,Karaoke,Late Night,Sports Bar",,2021-10
226-222@8g6-ykz-7kf,Prohibition,,33.843113,-84.380977,"Bar or Pub,Cocktail Lounge,Jazz and Blues,Late Night",,2020-01
222-222@8g7-bf6-nbk,Club Argos,,33.475936,-82.001621,"Bar or Pub,Gay Bar,Late Night",,2020-01
zzw-226@8g7-485-54v,Likewise,,33.772726,-84.365536,"Bar or Pub,Cocktail Lounge,Late Night",,2021-01
222-223@8gd-q2q-8jv,The Lost Square,,32.083029,-81.095691,"Bar or Pub,Cocktail Lounge,Late Night",,
225-223@8g6-ym8-mhq,Opus 1,,33.817441,-84.352599,"Bar or Pub,Dive Bar,Gay Bar,Late Night",,2021-10
zzw-224@8g6-t85-r6k,Daiquiris & More,,32.836793,-83.628447,"Bar or Pub,Chicken Wings,Cocktail Lounge,Hookah,Late Night",,
zzw-225@8g6-ytb-gp9,Sound of Music,,33.959973,-84.131513,"Bar or Pub,Cocktail Lounge,Karaoke,Korean Food,Late Night",,
zzw-222@8g7-46q-9xq,Cold Beer,,33.754048,-84.365768,"American Food,Bar or Pub,Cocktail Lounge,Late Night",,2022-04
222-222@8gb-jgw-3h5,King Ludwigs Biergarten,,34.701489,-83.730937,"Bar or Pub,German Food,Late Night,Music Venue",,
244-222@8g7-46z-6ff,Foxtrot Liquor Bar,,33.785559,-84.386009,"Bar or Pub,Late Night",,2022-07
zzw-222@8g7-2bq-kpv,Apa Northeast Georgia,,33.983458,-83.619395,"Late Night,Pool and Billiards",,
zzw-225@8g6-yjj-gtv,Living Room,,33.868027,-84.302077,"Bar or Pub,Cocktail Lounge,Late Night",,
22k-222@8g7-bfw-j9z,The Soul Bar,,33.47629,-81.969625,"Bar or Pub,Late Night",,
zzy-22f@8gd-q2q-8n5,Plant Riverside District,,32.083707,-81.095807,"Bar or Pub,Cocktail Lounge,Late Night",,
zzy-222@8g6-yjj-x3q,The lions restaurant & Hookha lounge,,33.858873,-84.309174,"Bar or Pub,Cocktail Lounge,Hookah,Late Night",,
225-222@8g6-y4q-8d9,Vin 25,,34.026819,-84.360497,"American Food,Bar or Pub,Late Night,Wine Bar",,
229-223@8g6-ycs-gkz,Beau Monde Cigar Bar,,34.072139,-84.204057,"Bar or Pub,Cigars,Cocktail Lounge,Hookah,Late Night",,
227-222@8gp-vtf-33q,Murphy's Tavern,,31.137687,-81.395282,"Bar or Pub,Late Night",,
225-222@8g7-2pg-835,Sportsline Bar and Grill,,33.967813,-84.033253,"Bar or Pub,Late Night,Sports Bar",,
223-222@8gm-g2d-8jv,Lucky Dawg Sports Bar & Grill,,33.818832,-84.813355,"American Food,Bar or Pub,Karaoke,Late Night,Sports Bar",,
222-222@8g7-47d-xqz,MC Entertainment & Services,,33.735105,-84.305712,Late Night,,
222-222@8gb-7gv-3qz,Horned Owl Brewing,,34.02108,-84.615162,"Bar or Pub,Beer Garden,Brewery or Brewpub,Late Night",,
227-222@8g7-48y-ty9,BUZZ Coffee and Winehouse,,33.722258,-84.464443,"Bar or Pub,Coffee Shop,Late Night,Sandwich Shop,Wine Bar",,
zzw-223@8g7-46r-7yv,Joystick Gamebar,,33.754153,-84.373663,"Arcades,Bar or Pub,Cocktail Lounge,Dive Bar,Late Night",,
222-222@8gm-jpf-wrk,Moss Creek Clubhouse,,33.086271,-85.046129,Late Night,,
zzw-222@8gb-7gw-pd9,Sidelines Sports Grille,,34.009642,-84.57602,"Bar or Pub,Late Night,Sports Bar",,
222-222@8g7-4gv-vzz,The Green Manor Lounge,,33.580405,-84.551676,"Bar or Pub,Cocktail Lounge,Late Night",,
zzw-22c@8g7-njh-zj9,Paloma Park,,33.958364,-83.379236,"Bar or Pub,Cocktail Lounge,Late Night,Tapas",,
22f-222@8gd-q2n-kxq,The Jinx,,32.079961,-81.093636,"Bar or Pub,Late Night",,2021-10
223-222@8g7-46s-dn5,Red's Beer Garden,,33.718361,-84.368127,"Beer Garden,Late Night",,
225-222@8g6-ycf-dn5,Gwen Tajz Wine Bar,,34.002668,-84.145207,"Bar or Pub,Late Night,Wine Bar",,
22c-223@8gn-jbh-m6k,18th Amendment,,32.465979,-84.992925,"Bar or Pub,Cigars,Late Night",,
zzw-223@8g7-484-7wk,The Bookhouse Pub,,33.774406,-84.362691,"Bar or Pub,Late Night",,
223-222@8g6-xg8-jn5,Eastside Station,,33.850785,-84.042485,"Bar or Pub,Late Night,Sports Bar",,
22v-222@8g7-njj-2rk,Sand Bar,,33.959048,-83.375526,"Bar or Pub,Late Night",,
222-222@8g7-4c9-73q,PBR Atlanta A Coors Banquet Bar,,33.889723,-84.469572,"Bar or Pub,Late Night,Sports Bar",,
22c-222@8g6-ykz-975,Biltong Bar,,33.838405,-84.378231,"American Food,Bar or Pub,Cocktail Lounge,Late Night",,2022-01
222-222@8g6-ykz-zfz,Cream Ultra Lounge,,33.841088,-84.329761,"Bar or Pub,Cocktail Lounge,Dance Club,Late Night",,2020-01
zzw-223@8g7-46q-bp9,Guac y Margys,,33.755588,-84.365598,"Bar or Pub,Cocktail Lounge,Late Night",,
226-222@8g7-43k-mhq,Rooted Trading,,33.859315,-84.684146,"Bar or Pub,Bike Rentals,Late Night",,
zzw-222@8gp-dh7-qj9,Blueberry Plantation Country Club & Inn,,31.538877,-82.495136,Country Club,,
zzw-223@8gb-79b-zxq,Buds Sports Bar,,33.882487,-84.730466,"Bar or Pub,Late Night,Sports Bar",,2020-01
22h-222@8g6-x93-fzz,Leon's Full Service,,33.775387,-84.295164,"American Food,Bar or Pub,Cocktail Lounge,Late Night",,
222-222@8g7-479-sdv,Mary Mac's Tea Room,,33.772839,-84.380001,"BBQ and Southern Food,Bar or Pub,Late Night",,
22c-222@8g7-njj-2x5,The Roadhouse,,33.957722,-83.377199,"Bar or Pub,Dive Bar,Late Night",,
223-225@8g6-x93-fxq,Paper Plane,,33.774256,-84.295184,"American Food,Bar or Pub,Cocktail Lounge,Late Night",,2020-01
26y-222@8g7-479-wx5,Midcity Cafe,,33.777847,-84.387721,"Bar or Pub,Cafe,Late Night",,
222-222@8gm-dzn-8qf,Grinds and Wines,,33.408047,-84.600683,"Bar or Pub,Late Night,Wine Bar",,
zzw-224@8g6-y4w-pd9,Tap & Six,,34.01935,-84.360778,"Bar or Pub,Late Night",,2021-10
228-223@8g7-njq-w6k,The Root,,33.939005,-83.386164,"Bar or Pub,Late Night",,
222-222@8g7-2cq-yy9,Local Station,,34.108909,-83.763099,"American Food,Bar or Pub,Cocktail Lounge,Late Night",,
228-222@8gd-qbw-2x5,Abe's on Lincoln,,32.079629,-81.088396,"Bar or Pub,Late Night",,
229-222@8g6-x3z-fvf,Hott Ashes II Cigar Lounge,,33.692781,-84.087575,"Bar or Pub,Cocktail Lounge,Late Night",,2020-01
zzw-222@8g8-bq7-v9f,Frank's Pool Hall,,32.022245,-82.468666,"Late Night,Pool and Billiards",,
225-223@8g6-ty2-8vz,Cashman's Pub,,32.834228,-83.625689,"Bar or Pub,Chicken Wings,Late Night,Music Venue",,
225-222@8gm-d53-z2k,Johnny's Bar,,33.743844,-85.28772,"Bar or Pub,Dive Bar,Late Night",,
zzw-222@8g7-kc8-5mk,Rocky Branch Lounge,,33.757522,-82.339525,Late Night,,
222-223@8g7-472-mzf,Scores Atlanta Gentlemen's Club,,33.801777,-84.407203,Late Night,,
zzy-22k@8gd-q62-jsq,The Sand Bar,,31.992764,-80.848886,"Bar or Pub,Late Night,Pool and Billiards",,
zzw-222@8g7-46z-snq,The Northside Tavern,,33.783605,-84.412032,"Bar or Pub,Dive Bar,Jazz and Blues,Late Night",,
zzw-225@8gb-6zv-j5f,Oasis Cafe and Hookah Lounge,,34.042299,-84.603177,"Bar or Pub,Dance Club,Hookah,Late Night,Mediterranean Food",,2020-01
222-222@8g6-tnx-5cq,Whiskey River,,32.777753,-83.660729,"Bar or Pub,Late Night",,2020-01
226-222@8gm-f5x-dqf,Demoe's Restaurant & Lounge,,33.513884,-84.665139,Late Night,,2020-01
227-222@8gd-q2q-c89,Rogue Water Tap House,,32.080778,-81.096856,"Bar or Pub,Late Night",,
222-222@8g6-ytk-mc5,Zero Bar,,33.961984,-84.13917,"Bar or Pub,Late Night,Sports Bar",,2021-10
222-222@8g6-xr8-bp9,Seven Sports Bar & Lounge,,33.549828,-84.273473,"Bar or Pub,Cocktail Lounge,Late Night",,
zzw-222@8g7-477-vj9,AMG Lounge,,33.755452,-84.400847,"Bar or Pub,Cocktail Lounge,Late Night",,
227-222@8g7-84x-kj9,Surreal At Surrey,,33.486159,-82.030957,"Bar or Pub,Cocktail Lounge,Dance Club,Late Night",,2020-01
235-222@8g7-474-nbk,Blake's On The Park,,33.781638,-84.379905,"Bar or Pub,Gay Bar,Late Night",,
223-222@8gm-frz-435,Cinema Tavern Sports Bar & Grill,,33.731749,-84.92014,"American Food,Bar or Pub,Karaoke,Late Night,Sports Bar",,
zzw-222@8gj-9n9-d7q,Cream of the Crop Cafe and Wine Bar,,30.78489,-84.050384,"Bar or Pub,Dessert,Gelato Shop,Late Night,Wine Bar",,2022-03
22c-222@8g6-t85-qxq,Bearfoot Tavern,,32.835574,-83.629389,"Bar or Pub,Beer Garden,Burgers,Late Night",,
223-222@8g6-yv6-5mk,Stars Blvd Karaoke,,33.93028,-84.220567,"Bar or Pub,Karaoke,Late Night",,2019-07
zzw-224@8g7-479-xbk,Marlow's Tavern,Marlow's Tavern,33.779678,-84.387478,"American Food,Bar or Pub,Casual Dining,Dinner,Drinks,Lunch",,
225-222@8g6-ym8-rkz,RH Brands,,33.806885,-84.344614,Late Night,,
22g-222@8g6-xmw-9mk,Jazzy Brown's Jazz Cafe,,33.452269,-84.167341,"Bar or Pub,Jazz and Blues,Late Night,Music Venue,Wine Bar",,2020-01
222-222@8g7-4r7-s3q,Metro Sports Bar,,33.51621,-84.429584,"Late Night,Pool and Billiards",,2020-01
zzw-222@8gj-gh8-jsq,Little Whiskey River,,31.573749,-84.076857,"Bar or Pub,Late Night",,2021-10
223-222@8gd-q3y-wtv,Bootleggers,,32.108784,-81.234435,"Bar or Pub,Late Night,Sports Bar",,
